Aircraft_Age,Flight_Hours,Fuel_Consumption,Crew_Size,Maintenance_Cost,Distance_Flown,Operating_Cost
19,2432.706260641422,8652.880388535912,9,599841.4398528798,253765.22830175306,2378807.937951855
7,3954.166302845054,8231.846487236413,5,469353.4111013501,348715.5379817267,2207363.2660130234
17,1152.5012496952472,5189.597269499991,5,474119.12388007285,118774.5013335726,1774112.3666199034
20,1186.7409437460722,6340.928184610757,10,436761.56387131015,302277.84787131654,1881623.905762943
4,5113.002803298291,3941.668280867929,7,447908.3641748743,441889.3937258923,1698123.6320073486
5,2800.9532070563146,3316.8481180663293,6,635749.3967463685,599203.8553884838,2179016.899450176
23,1635.302563259424,5245.888834579875,10,172087.03553192085,52509.771532234416,1576245.471982156
7,3611.2163002740217,4473.46559618237,8,334053.96791733755,400483.07490323944,1677500.8880686027
13,4849.967765493055,6085.592782956104,4,152852.35466272244,272752.1573411616,1489380.6116699472
15,2079.105137484216,2544.1424587548936,6,627272.3545232156,689616.3662689261,1963495.99616157
11,4114.452379095001,8820.763653663165,6,290611.2983042096,586664.9864256814,1871617.8554065519
4,1426.7373249688399,8903.475211357221,8,728201.286873219,491831.40085317113,2300952.682227807
13,1258.4086058430385,6887.131998138216,8,468604.92666150565,257949.2342725802,2262742.7500528144
7,3656.77315784074,5752.674564408842,3,660524.8400402847,732754.3265431507,2161929.567028107
19,3703.1756080505324,4166.693314004295,10,785252.0049311728,83825.50791524239,2440423.3839319367
22,4187.149507491033,7696.565137948641,8,687852.2016195994,132100.69900933636,2367645.709796177
2,4630.456668613308,6793.118207877155,5,706895.6320080664,343722.60540526704,2123633.6617910666
10,5879.260397312673,3138.318575414239,11,385589.1467553913,143328.16797264226,1952341.7215490108
13,3581.5017415059765,8376.490291456897,4,486205.81668153784,767311.7731695687,1952256.613976613
21,2614.7823647062296,7757.760700462183,10,277721.994830313,648491.9916075375,1913597.1473704954
6,4975.930973843519,8648.599393043467,5,237279.16978541698,244236.98870136024,1604978.717027213
12,2354.161256310371,7080.03655871852,7,453855.51537422364,491415.67172993405,2072231.945623964
12,3194.8571035281807,6293.906371550529,8,516534.2857902944,786747.8863100612,2176479.6716922265
20,1392.2819067113298,4927.701254034332,8,337489.87212733366,713149.2335986272,1762592.9515878332
11,1126.7537170772875,8529.099383478093,6,498610.4624344502,500598.8348316485,2125991.844177846
23,5813.242073389625,8062.447226502859,5,721222.337759452,727792.9753814528,2712096.545189523
7,5179.900602561029,2316.530690743326,6,489705.10934835626,791888.6823600192,2325561.6830308223
1,4479.87103046849,2184.568821480764,3,604569.1674173546,607514.6171702181,1963995.1614669545
1,3044.7647220713493,4635.243568146347,6,663720.4771505336,98739.80711217053,2121027.2221247293
20,1866.471600354229,7673.873315472831,3,792110.1473688099,351185.1773191156,2631821.0671810517
13,1782.1852133554303,8910.932905204612,3,522238.1815238857,678369.3014624341,1808185.4953467113
9,2251.2144908229766,3052.918237724697,8,664795.1042738102,222926.89685376425,2321932.5618711635
3,3746.1333235306024,6158.915007464946,7,773854.5229884123,672981.8883129684,2541347.0907707945
7,4572.979613500312,4666.23599641715,6,761086.8079040914,140254.07152624696,2261955.9462893084
6,4300.986883588656,8789.400784702222,5,198757.2941443995,85209.01786085975,1436848.4455528876
8,2399.669484729714,7894.832461949961,3,384474.6157914654,338067.9586184372,1654806.5981569882
9,5774.32640331597,7868.300932977965,8,326793.0427747597,77548.95306996022,1596970.5474626375
5,4689.484583478843,5280.852118564791,4,160847.51046524453,767952.6972374942,1464659.0294916702
1,3771.770262557003,4903.736516363657,10,543268.5424376724,669654.2718454744,2180516.730518707
19,4058.6037311717614,3913.8495035149435,7,615133.2292372016,650577.2653474063,2172658.6941675674
10,3098.0003121389495,2394.6284765564897,9,693689.6668268185,522333.44224711484,2479105.7925264393
12,2238.6549475057873,8053.0566337853725,4,185943.82276389597,212243.01727741514,1632994.4215233044
24,2779.863393256308,7690.307063910543,10,713510.8531127056,438695.27500729414,2711598.555467793
15,4789.230552321846,8998.023713002915,4,550047.8945299773,497955.5543227558,2162386.9340901915
22,1071.9674431487792,8976.457859517337,6,592762.2945969566,443773.62564520113,1883902.3119275512
24,1580.3632025345812,5888.021939218392,3,737436.8024782127,245175.02596364546,2179006.385283539
9,1230.0132101087638,7382.911906263574,7,537332.8897302757,436435.94323604443,1978615.7560081983
20,1203.6440115948508,8613.360109176996,11,335106.10000488453,418389.7556514699,1750979.443539479
17,5277.302920055036,7947.53173474188,3,677575.1319958619,797251.8318550432,2362492.878071085
17,4518.289296900119,3731.4367122023837,11,354141.4485365634,723077.1110346529,2092709.1453475005
20,3370.869145436626,5153.808947170655,10,123959.67757437039,397535.56116171496,1411342.2364677947
12,1489.1708032550073,2904.115906060465,8,681458.1545956748,517203.03720133903,2441159.6318622762
7,3458.079375584162,8678.357190811057,9,341634.5014168929,610903.7030691714,1940809.8181023418
2,3367.3588539028283,6243.22244115616,5,641684.1662409382,76148.87017536868,2127548.4595988714
3,1866.009349550076,3600.4996385242393,3,353930.5262661618,721191.08092088,1552616.3255579756
