Aircraft_Age,Flight_Hours,Fuel_Consumption,Crew_Size,Maintenance_Cost,Distance_Flown,Operating_Cost
12,2186.2454374840004,5139.118653848238,7,396517.803694338,394761.1345708483,2276213.1348796207
2,2626.998490796339,4052.475401886452,11,301550.7315330083,106950.05777721657,979284.7527112765
10,4732.457025590121,4300.651817589412,4,530465.184206858,108324.0080592178,3740118.351487684
4,4248.164495236073,6707.629192539269,3,738296.6861900752,51754.54296933369,9654530.452929037
14,5246.11705247089,7266.62170606376,11,197381.3359001433,775774.5411553149,18323465.431514155
16,4288.064461501717,7541.053306080939,11,170556.22211112053,53940.36391878869,8108676.644908828
15,3841.543016677358,7527.3269995618775,11,279210.8722975636,127320.30951030867,8534351.243564952
8,1468.3738391404625,2638.4427213408326,8,608266.9102436805,285947.4176070582,570632.123830129
14,2838.5790152971676,5460.9421329180705,10,515074.0336811751,655572.6888625709,7279756.372556049
23,2326.011838408627,2402.91132011651,3,171548.86495763971,771574.0893230883,564131.2079324104
8,2219.9482168954178,5846.702176266149,6,743125.3655825226,642510.1690938921,6890407.557739512
21,5865.052773762228,5090.713509613639,3,653059.2459868607,567920.1743342304,36428733.538382016
16,2965.488623333802,8213.929279308099,10,116115.82335134626,440975.500560177,6317529.907400046
13,5460.232775885566,4456.40508786455,3,555957.0476917722,115028.9088966377,3854437.9527857145
18,4155.6931299863145,2819.469114993241,5,639872.6679638166,768628.0947529478,7632699.641540364
15,4974.056517708243,3000.941774369851,6,362104.75880429544,618794.3104592611,7975196.618725668
21,3513.1854655259604,7330.574422022306,10,148245.07755705316,529212.0390006964,6111662.219914436
24,3884.5194231317955,6327.526443213827,8,154124.74584215108,619276.8841541373,6195713.192819983
13,3462.5884690943194,2707.8587328595318,9,172972.87623626663,593077.496954854,1083333.5041890827
9,1976.2149389902224,2588.747642804982,10,688307.742386296,527923.6848421152,1843710.7056553513
15,4612.260576307526,6906.78392021384,4,737480.3387789992,785432.6001349911,38104884.63592807
13,2403.861812204279,2509.3410445493546,10,185967.54729201365,727522.8594770187,1189002.7107951967
1,1121.5798321572693,7753.0204150324935,5,265134.2242165569,534998.6893378726,3293478.709628128
7,4227.361479535839,6943.695590095474,9,215864.35725710285,569881.4085926935,7251046.060609632
9,1885.5533970352449,2569.4414644932986,5,230424.61564588448,88696.8549940325,216530.54075041172
24,5702.2929217645715,2593.8639985963437,9,686243.5523017445,552438.0984125293,15051280.16545491
1,5769.642885012937,8906.477049508228,4,332502.48885845725,83124.07828257512,8209320.163193957
12,5574.321951102243,4619.895570292842,8,318010.9848319488,491197.8177274483,7326976.111616342
8,2850.7935012772223,4594.495029468237,5,259176.93461397884,799515.1246743761,3071601.878569461
24,1077.2830826443371,7689.596970802518,5,525526.0756559811,466854.93607788475,3893079.828800508
11,5641.592812938627,8630.740041687011,11,365513.98886988417,404907.58856100007,34649996.70422432
19,3140.9207415865717,8902.007446760097,9,620974.7562903021,284641.14237919066,25465836.17378732
17,5833.274095218348,7273.647296812592,7,243905.86586294626,140391.93408984834,12600977.264049081
8,5818.099885446264,4633.81709871641,9,651452.9221001447,598267.7535937112,27393704.25840175
3,5265.0472773368,2584.5050168906814,11,522605.0722110973,194449.27083922282,4368198.77639817
3,2472.2444603479285,7440.028411492058,3,179987.11003898142,136461.51593546328,1574704.754957544
1,2925.4886430096262,5908.829748150635,9,390153.20894253935,366321.99479788437,2079619.3802477042
5,5255.683357584285,4969.554064728834,8,704462.6984290698,646506.378469323,15457856.986062758
10,2584.6100257813882,8344.480695663151,11,746072.1622589394,608798.4110901653,11961603.853829412
7,1847.4637334304625,2778.3823761430594,3,425990.08562316926,91161.9609848562,427871.1775531975
9,3784.006312291751,5448.375730036014,6,436585.8846623515,391357.76377711707,4726265.880464345
7,5680.773870803905,2079.4755133719336,11,742918.3074575108,441825.9320533767,7307286.873597249
9,4480.148983374866,5280.624493958883,6,510947.75689559703,533409.9879693666,12888707.16421485
8,3850.305850446825,2394.1229297728614,5,122992.66917040685,537625.5128324211,1095287.1892157306
12,1485.8824688538427,2831.7254138765034,11,738924.6240153902,323522.9370929794,1466339.826927442
2,4075.036133495849,2822.683727439734,4,273758.50993000634,470507.8955026355,1680769.9301955437
1,5950.269250521316,6544.472114812445,6,504342.36786408303,410796.4128830648,14228042.343283355
16,1700.42007618262,7222.314154857963,8,215859.32219958166,713748.7673924608,3027479.7513085045
23,3591.6482618186837,6083.581355680117,4,123715.41217261649,447698.8494761751,2667925.217882467
23,5386.865359639777,8735.207839321793,10,318031.2197929302,380774.1213111212,47702843.68100801
24,4703.843088771022,4624.094056665928,10,646346.9952822614,353364.0872613881,9826054.142894827
5,4485.07870497634,3999.984603973025,3,294311.0208405927,479320.8195750993,2613677.9400056317
3,4512.420419935546,8080.193897326222,5,254068.04985676793,652982.7345506732,11225697.858897455
12,2797.455756098776,3565.1708696361684,11,248876.5490388584,453801.11778559064,1637268.382859963
8,2467.959221322467,8742.557776084279,7,460621.5776847688,546241.3813104061,6510473.116539736
22,5046.805777392568,2085.0813228287143,8,782878.9209779294,603391.8251798938,8320222.890352462
3,5050.566973395904,8789.151786953473,6,421292.2916119091,440126.0824090489,17245139.52644939
1,5335.361592900518,2302.119383654033,4,490113.7582230335,370112.7924911483,3473725.7498268764
3,5566.202762782356,8238.001795886497,10,702442.4125235138,707499.0333968371,58874836.65578651
5,3556.711994304689,5693.907763604098,8,474548.803253561,363129.5630209191,5377895.571353001
15,3507.581473435998,8950.753572835103,7,229124.00999319926,396457.13793169067,9463689.69656894
14,4991.475894833876,2516.575953147792,11,309717.13823653397,792755.9850063329,3028787.160576253
3,4249.819653888826,5876.9799908092455,3,316955.84838802763,50178.142681913436,2796748.6747471252
1,4509.834386288517,8785.117749333693,7,378122.6808203185,189104.68218254184,19161550.551529128
5,4978.9633471805055,5661.684909191042,8,398752.2337357246,337972.9174397943,10373673.847862912
23,5450.0267090878315,6405.790466946838,7,659847.4154519886,749442.4320689397,45416727.74931349
14,2689.975784257679,6870.2408228923205,8,344570.89933453314,102522.27931060328,2219685.7379782507
7,2877.9147631997203,5181.7874533744125,8,427762.2799089655,57114.075221373554,2117021.448633663
9,1469.909699204345,6392.906560588444,9,537483.1909357365,89512.87698292144,2263094.226463192
15,3891.4007049808697,6090.200183461702,6,364408.1632081185,116407.55796021361,3815367.779903156
15,1179.7113689837104,8308.106073436924,10,685595.369304633,78197.57990469565,4930058.143378178
10,3327.9900906623006,2318.1246623902052,9,511217.52296385204,409835.99514237855,2728108.5813943595
13,3713.223173537883,3966.7423271456123,11,305831.2754546801,485567.9054204958,2519437.288420607
19,2432.706260641422,8652.880388535912,9,599841.4398528798,253765.22830175306,7505078.282057633
7,3954.166302845054,8231.846487236413,5,469353.4111013501,348715.5379817267,11961865.699669212
17,1152.5012496952472,5189.597269499991,5,474119.12388007285,118774.5013335726,1093099.9557938676
20,1186.7409437460722,6340.928184610757,10,436761.56387131015,302277.84787131654,2754260.316120789
4,5113.002803298291,3941.668280867929,7,447908.3641748743,441889.3937258923,6256656.287281502
5,2800.9532070563146,3316.8481180663293,6,635749.3967463685,599203.8553884838,2031520.1680719443
23,1635.302563259424,5245.888834579875,10,172087.03553192085,52509.771532234416,1041476.4600569581
7,3611.2163002740217,4473.46559618237,8,334053.96791733755,400483.07490323944,1925521.1260635774
13,4849.967765493055,6085.592782956104,4,152852.35466272244,272752.1573411616,4100169.639747304
15,2079.105137484216,2544.1424587548936,6,627272.3545232156,689616.3662689261,1929277.5983225426
11,4114.452379095001,8820.763653663165,6,290611.2983042096,586664.9864256814,12009569.09425582
4,1426.7373249688399,8903.475211357221,8,728201.286873219,491831.40085317113,13655572.60928777
13,1258.4086058430385,6887.131998138216,8,468604.92666150565,257949.2342725802,1299456.8504147267
7,3656.77315784074,5752.674564408842,3,660524.8400402847,732754.3265431507,6997897.925867933
19,3703.1756080505324,4166.693314004295,10,785252.0049311728,83825.50791524239,4884025.60846123
22,4187.149507491033,7696.565137948641,8,687852.2016195994,132100.69900933636,15795919.347811915
2,4630.456668613308,6793.118207877155,5,706895.6320080664,343722.60540526704,11295648.378002496
10,5879.260397312673,3138.318575414239,11,385589.1467553913,143328.16797264226,4049188.5502656447
13,3581.5017415059765,8376.490291456897,4,486205.81668153784,767311.7731695687,17744690.49091569
21,2614.7823647062296,7757.760700462183,10,277721.994830313,648491.9916075375,6088312.754008421
6,4975.930973843519,8648.599393043467,5,237279.16978541698,244236.98870136024,10987117.048662823
12,2354.161256310371,7080.03655871852,7,453855.51537422364,491415.67172993405,3919645.8283399153
12,3194.8571035281807,6293.906371550529,8,516534.2857902944,786747.8863100612,7079379.482033259
20,1392.2819067113298,4927.701254034332,8,337489.87212733366,713149.2335986272,2625153.993403681
11,1126.7537170772875,8529.099383478093,6,498610.4624344502,500598.8348316485,4735791.730876216
23,5813.242073389625,8062.447226502859,5,721222.337759452,727792.9753814528,50553500.816211775
7,5179.900602561029,2316.530690743326,6,489705.10934835626,791888.6823600192,3277770.5781548
1,4479.87103046849,2184.568821480764,3,604569.1674173546,607514.6171702181,3770097.128395761
1,3044.7647220713493,4635.243568146347,6,663720.4771505336,98739.80711217053,2041453.9754399774
20,1866.471600354229,7673.873315472831,3,792110.1473688099,351185.1773191156,4450525.261158733
13,1782.1852133554303,8910.932905204612,3,522238.1815238857,678369.3014624341,8526179.47058321
9,2251.2144908229766,3052.918237724697,8,664795.1042738102,222926.89685376425,1492974.2581155756
3,3746.1333235306024,6158.915007464946,7,773854.5229884123,672981.8883129684,13447783.696470084
7,4572.979613500312,4666.23599641715,6,761086.8079040914,140254.07152624696,8808018.969163131
6,4300.986883588656,8789.400784702222,5,198757.2941443995,85209.01786085975,4468409.084736612
8,2399.669484729714,7894.832461949961,3,384474.6157914654,338067.9586184372,2142376.88766951
9,5774.32640331597,7868.300932977965,8,326793.0427747597,77548.95306996022,23069618.511791017
5,4689.484583478843,5280.852118564791,4,160847.51046524453,767952.6972374942,3138808.9018246094
1,3771.770262557003,4903.736516363657,10,543268.5424376724,669654.2718454744,4536371.37411894
19,4058.6037311717614,3913.8495035149435,7,615133.2292372016,650577.2653474063,5715495.74268431
10,3098.0003121389495,2394.6284765564897,9,693689.6668268185,522333.44224711484,4625467.273159717
12,2238.6549475057873,8053.0566337853725,4,185943.82276389597,212243.01727741514,2380261.5910094343
24,2779.863393256308,7690.307063910543,10,713510.8531127056,438695.27500729414,19464304.170146275
15,4789.230552321846,8998.023713002915,4,550047.8945299773,497955.5543227558,30741239.577511694
22,1071.9674431487792,8976.457859517337,6,592762.2945969566,443773.62564520113,5115304.525988974
24,1580.3632025345812,5888.021939218392,3,737436.8024782127,245175.02596364546,3486676.8018460274
9,1230.0132101087638,7382.911906263574,7,537332.8897302757,436435.94323604443,1947053.7818992608
20,1203.6440115948508,8613.360109176996,11,335106.10000488453,418389.7556514699,3111486.459392036
17,5277.302920055036,7947.53173474188,3,677575.1319958619,797251.8318550432,56432560.91735623
17,4518.289296900119,3731.4367122023837,11,354141.4485365634,723077.1110346529,4688493.44862308
20,3370.869145436626,5153.808947170655,10,123959.67757437039,397535.56116171496,2494906.4859632677
12,1489.1708032550073,2904.115906060465,8,681458.1545956748,517203.03720133903,1329164.9338895055
7,3458.079375584162,8678.357190811057,9,341634.5014168929,610903.7030691714,9670146.817577828
2,3367.3588539028283,6243.22244115616,5,641684.1662409382,76148.87017536868,2466680.1685882285
3,1866.009349550076,3600.4996385242393,3,353930.5262661618,721191.08092088,725759.8667119562
